character,position,baxter,emc
㦗,見開三B侵平,kim,kɨ̯im
㦚,並三A仙上,bjienX,bjenʔ
㦚,幫三A仙上,pjienX,pjenʔ
㦛,以開三魚上,yoX,jəʔ
㦛,以開三魚平,yo,jə
㦜,匣合一唐入,hwak,ʁwɑk
㦝,明二江入,maewk,m̙oˤk
㦟,明二皆平,meaj,m̙eˤj
㦣,云合三B祭去,hjwejH,wɨ̯ejh
㦣,疑開三A祭去,ngjiejH,ŋjejh
㦣,精開三祭去,tsjejH,tsjejh
㦦,曉開四青入,xek,χek
㦬,來開一歌上,laX,l̙ɑʔ
㦰,精開三鹽平,tsjem,tsjem
㦴,見開二庚入,kaek,qaˤk
㦵,知合三虞平,trju,ʈjo
㦺,日三鍾入,nyowk,ɲok
㦼,生二江去,sraewngH,ʂoˤŋh
㦿,溪開二咸上,kheamX,qʰeˤmʔ
㧀,羣開三B侵入,gip,ɡɨ̯ip
㧁,匣開一談入,hap,ʁɑp
㧁,見開一覃入,kop,qəp
㧁,溪開一覃入,khop,qʰəp
㧁,溪開三C魚去,khjoH,kʰɨ̯əh
㧄,溪開三C嚴上,khjaemX,kʰɨ̯əmʔ
㧆,見開三C殷去,kj+nH,kɨnh
㧉,見開一咍去,kojH,qəjh
㧊,滂一寒入,phat,p̙ʰɑt
㧒,云合三B真入,hwit,wɨ̯it
㧒,云合三C文入,hjut,wɨ̯ut
㧓,見合二麻平,kwae,qwaˤ
㧔,見合二皆去,kweajH,qweˤjh
㧖,影開二耕入,'eak,ʔ̙eˤk
㧗,莊開三支上,tsrjeX,tʂɨ̯ieʔ
㧗,精開三支上,tsjeX,tsieʔ
㧗,精開四齊上,tsejX,t̙s̙ejʔ
㧘,崇開二佳平,dzrea,dʐeˤ
㧘,從開三支去,dzjeH,dzieh
㧘,羣開三B支去,gjeH,ɡɨ̯ieh
㧡,匣開一咍上,hojX,ʁəjʔ
㧢,影開三A真平,'jin,ʔjin
㧦,曉合四先去,xwenH,χwenh
㧬,見三C鍾上,kjowngX,kɨ̯oŋʔ
㧲,心開一覃上,somX,s̙əmʔ
㧳,見開二山入,keat,qeˤt
㧴,疑開一歌上,ngaX,ɴɑʔ
㧶,溪開二耕平,kheang,qʰeˤŋ
㧹,透開一登入,thok,t̙ʰək
㧺,定開一覃入,dop,d̙əp
㧻,知二江入,traewk,ʈoˤk
㧾,溪合一魂入,khwot,qʰwət
㨁,常開三蒸入,dzyik,dʑɨk
㨁,澄開三之去,driH,ɖjɨh
㨅,孃合三支去,nrjweH,ɳjwieh
㨋,昌開三麻上,tsyhaeX,tɕʰaʔ
㨍,幫一唐平,pang,p̙ɑŋ
㨎,日合三仙入,nywet,ɲwet
㨏,透開一寒平,than,t̙ʰɑn
㨐,幫一侯上,puwX,p̙uʔ
㨒,溪合四齊平,khwej,qʰwej
㨖,知開三之上,triX,ʈjɨʔ
㨖,知開三支上,trjeX,ʈieʔ
㨖,知開三脂上,trijX,ʈiʔ
㨖,知開三脂去,trijH,ʈih
㨙,匣開二佳平,hea,ʁeˤ
㨙,匣開四齊去,hejH,ʁejh
㨝,心開四先入,set,s̙et
㨞,心一模去,suH,s̙oh
㨟,匣開一咍平,hoj,ʁəj
㨟,見開一咍平,koj,qəj
㨠,明四先上,menX,m̙enʔ
㨡,匣合一魂入,hwot,ʁwət
㨡,匣合一魂平,hwon,ʁwən
㨤,溪合二皆平,khweaj,qʰweˤj
㨥,泥開一覃入,nop,n̙əp
㨨,徹三尤平,trhjuw,ʈʰju
㨵,精開三仙上,tsjenX,tsjenʔ
㨶,端開一豪上,tawX,t̙əwʔ
㨷,見開三C殷去,kj+nH,kɨnh
㨷,羣開三B真平,gin,ɡɨ̯in
㨹,心合三仙入,sjwet,sjwet
㨹,精合三祭去,tsjwejH,tsjwejh
㨻,生開二銜上,sraemX,ʂaˤmʔ
㨻,從開一談平,dzam,d̙z̙ɑm
㨾,以開三陽去,yangH,jɑŋh
㩇,匣合二耕入,hweak,ʁweˤk
㩇,曉合二耕入,xweak,χweˤk
㩉,來開一覃入,lop,l̙əp
㩉,端開一談入,tap,t̙ɑp
㩊,心合三仙平,sjwen,sjwen
㩋,心三東入,sjuwk,sjuk
㩋,心開四蕭上,sewX,s̙ewʔ
㩋,心開四蕭去,sewH,s̙ewh
㩋,心開四蕭平,sew,s̙ew
㩋,生三東入,srjuwk,ʂɨ̯uk
㩒,羣開三B侵平,gim,ɡɨ̯im
㩓,曉合三B支上,xjweX,xwɨ̯ieʔ
㩢,明二刪入,maet,m̙aˤt
㩢,明四先入,met,m̙et
㩢,明四齊去,mejH,m̙ejh
㩤,滂三C虞平,phju,pʰɨ̯o
㩧,並二江入,baewk,b̙oˤk
㩧,滂二江入,phaewk,p̙ʰoˤk
㩨,匣合四齊去,hwejH,ʁwejh
㩩,溪合三A清上,khjwiengX,kʰjwaŋʔ
㩱,精開三陽入,tsjak,tsjɑk
㩳,心三鍾上,sjowngX,sjoŋʔ
㩵,從開一寒入,dzat,d̙z̙ɑt
㩵,疑開一寒入,ngat,ɴɑt
㩹,定開四添入,dep,d̙ep
㩻,見合三B支去,kjweH,kwɨ̯ieh
㩻,溪開三B支平,khje,kʰɨ̯ie
㩼,章開三支去,tsyeH,tɕieh
㩼,章開三支平,tsye,tɕie
㩽,羣開三B支平,gje,ɡɨ̯ie
㩾,知合三支平,trjwe,ʈjwie
㩿,溪合一魂入,khwot,qʰwət
㪁,溪開一覃平,khom,qʰəm
㪁,溪開三C嚴去,khjaemH,kʰɨ̯əmh
㪁,溪開三C嚴平,khjaem,kʰɨ̯əm
㪁,羣開三B侵平,gim,ɡɨ̯im
㪃,曉開一歌上,xaX,χɑʔ
㪆,端開四齊上,tejX,t̙ejʔ
㪇,心開四先去,senH,s̙enh
㪋,匣開一寒去,hanH,ʁɑnh
㪋,曉開一歌上,xaX,χɑʔ
㪌,心一東上,suwngX,s̙uŋʔ
㪍,並一魂入,bwot,b̙wət
㪏,幫四齊上,pejX,p̙ejʔ
㪏,幫四齊去,pejH,p̙ejh
㪐,來合一魂入,lwot,l̙wət
㪑,影開三B鹽入,'jep,ʔɨ̯ep
㪑,影開三C嚴入,'jaep,ʔɨ̯əp
㪒,疑開四齊上,ngejX,ɴejʔ
㪒,疑開四齊平,ngej,ɴej
㪖,來一東入,luwk,l̙uk
㪖,來三鍾入,ljowk,ljok
㪜,初合三支上,tsrhjweX,tʂʰwɨ̯ieʔ
㪜,昌合三仙上,tsyhwenX,tɕʰwenʔ
㪜,端合一歌上,twaX,t̙wɑʔ
㪝,來開四先去,lenH,l̙enh
㪡,溪開一泰去,khajH,qʰɑjh
㪢,生開二肴上,sraewX,ʂaˤwʔ
㪤,幫三A真入,pjit,pjit
㪥,莊開二麻平,tsrae,tʂaˤ
㪩,心三東入,sjuwk,sjuk
㪬,徹二江入,trhaewk,ʈʰoˤk
㪬,澄二江入,draewk,ɖoˤk
㪭,來一模平,lu,l̙o
㪵,幫一寒去,panH,p̙ɑnh
㪷,端一侯上,tuwX,t̙uʔ
㪹,來一侯上,luwX,l̙uʔ
㪺,見合三C虞平,kju,kɨ̯o
㪻,滂三C元去,phjonH,pʰɨ̯ənh
㫂,章開三魚去,tsyoH,tɕəh
㫃,影開三B仙上,'jenX,ʔɨ̯enʔ
㫃,影開三C元上,'jonX,ʔɨ̯ənʔ
㫊,影開一歌上,'aX,ʔ̙ɑʔ
㫍,以開三宵平,yew,jew
㫎,曉合三C微平,xjw+j,xwɨj
㫏,影開四蕭上,'ewX,ʔ̙ewʔ
㫐,影開四蕭上,'ewX,ʔ̙ewʔ
㫐,影開四蕭平,'ew,ʔ̙ew
㫘,明三B真入,mit,mɨ̯it
㫚,曉合一魂入,xwot,χwət
㫱,孃開二刪上,nraenX,ɳaˤnʔ
㫹,生開三魚去,srjoH,ʂɨ̯əh
㫽,來三鍾入,ljowk,ljok
㬄,徹開二刪去,trhaenH,ʈʰaˤnh
㬉,泥合一寒上,nwanX,n̙wɑnʔ
㬊,匣合一寒上,hwanX,ʁwɑnʔ
㬒,明一唐上,mangX,m̙ɑŋʔ
㬓,滂三A宵去,phjiewH,pʰjewh
㬗,泥開四先去,nenH,n̙enh
㬜,精開三真去,tsinH,tsinh
㬝,心一東平,suwng,s̙uŋ
㬤,溪開三B侵入,khip,kʰɨ̯ip
㬫,影開四先去,'enH,ʔ̙enh
㬮,泥開一寒去,nanH,n̙ɑnh
㬮,孃開二山平,nrean,ɳeˤn
㬱,透開四齊去,thejH,t̙ʰejh
㬵,匣開二肴平,haew,ʁaˤw
㬻,曉合一唐上,xwangX,χwɑŋʔ
㭁,日開三蒸去,nyingH,ɲɨŋh
㭁,日開三蒸平,nying,ɲɨŋ
㭂,精開四蕭上,tsewX,t̙s̙ewʔ
㭈,見合四先入,kwet,qwet
㭊,心開四青入,sek,s̙ek
㭋,並二江上,baewngX,b̙oˤŋʔ
㭔,來一模上,luX,l̙oʔ
㭔,來一模平,lu,l̙o
㭕,溪開三C魚平,khjo,kʰɨ̯ə
㭘,匣開一覃入,hop,ʁəp
㭘,見開一覃入,kop,qəp
㭘,羣開三B鹽入,gjep,ɡɨ̯ep
㭘,羣開三C嚴入,gjaep,ɡɨ̯əp
㭚,來開三魚上,ljoX,ljəʔ
㭛,滂二佳去,pheaH,p̙ʰeˤh
㭜,日三東平,nyuwng,ɲuŋ
㭝,羣三C尤平,gjuw,ɡɨ̯u
㭠,心開四先上,senX,s̙enʔ
㭩,來合一寒入,lwat,l̙wɑt
㭩,來合三仙入,ljwet,ljwet
㭫,從合一歌平,dzwa,d̙z̙wɑ
㭭,幫二刪入,paet,p̙aˤt
㭭,幫四先入,pet,p̙et
㭯,知開三鹽入,trjep,ʈjep
㭰,精合三支上,tsjweX,tsjwieʔ
㭰,精合三支平,tsjwe,tsjwie
㭸,定一模平,du,d̙o
㭺,影開三B鹽上,'jemX,ʔɨ̯emʔ
㭼,定開一覃入,dop,d̙əp
㭼,透開一覃入,thop,t̙ʰəp
㭿,疑開一唐平,ngang,ɴɑŋ
㮁,匣開二肴平,haew,ʁaˤw
㮂,見三C鍾入,kjowk,kɨ̯ok
㮃,影合三B支平,'jwe,ʔwɨ̯ie
㮅,章合三脂平,tsywij,tɕwi
㮇,透開四添去,themH,t̙ʰemh
㮌,明三A仙平,mjien,mjen
㮍,精開四先平,tsen,t̙s̙en
㮐,心開三清上,sjengX,sjaŋʔ
㮕,日合三仙上,nywenX,ɲwenʔ
㮖,見開二山入,keat,qeˤt
㮘,明一豪平,maw,m̙əw
㮙,疑開一唐入,ngak,ɴɑk
㮚,來開三真入,lit,lit
㮝,匣開二耕入,heak,ʁeˤk
㮢,匣一侯平,huw,ʁu
㮤,邪三鍾平,zjowng,zjoŋ
㮥,並一魂上,bwonX,b̙wənʔ
㮦,心開一唐入,sak,s̙ɑk
㮧,影一模平,'u,ʔ̙o
㮨,精開三蒸入,tsik,tsjɨk
㮩,心開三蒸入,sik,sjɨk
㮫,匣開一寒入,hat,ʁɑt
㮬,影一東平,'uwng,ʔ̙uŋ
㮭,匣開二咸平,heam,ʁeˤm
㮯,匣合一魂上,hwonX,ʁwənʔ
㮯,匣合一魂平,hwon,ʁwən
㮰,並三A脂平,bjij,bji
㮲,初三尤平,tsrhjuw,tʂʰɨ̯u
㮴,心開一豪平,saw,s̙əw
㮶,生二江入,sraewk,ʂoˤk
㮷,見開四齊平,kej,qej
㮿,幫三A真入,pjit,pjit
㯁,並一灰平,bwoj,b̙wəj
㯂,端開一泰去,tajH,t̙ɑjh
㯃,清開三真入,tshit,tsʰit
㯄,章開三支平,tsye,tɕie
㯅,並三A支平,bjie,bjie
㯅,並三B支平,bje,bɨ̯ie
㯅,幫四齊平,pej,p̙ej
㯉,徹開三魚平,trhjo,ʈʰjə
㯊,匣開一痕平,hon,ʁən
㯋,見合四青上,kwengX,qweŋʔ
㯍,精開三陽上,tsjangX,tsjɑŋʔ
㯓,透開一談入,thap,t̙ʰɑp
㯔,初合三祭去,tsrhjwejH,tʂʰwɨ̯ejh
㯔,清合三祭去,tshjwejH,tsʰjwejh
㯕,心開四齊平,sej,s̙ej
㯙,澄開三仙入,drjet,ɖjet
㯚,端開一覃入,top,t̙əp
㯛,匣一模平,hu,ʁo
㯞,見合三A仙去,kjwienH,kjwenh
㯟,來一東入,luwk,l̙uk
㯠,溪開四先去,khenH,qʰenh
㯡,並二肴平,baew,b̙aˤw
㯫,羣開三C魚平,gjo,ɡɨ̯ə
㯬,來開三鹽上,ljemX,ljemʔ
㯮,常三鍾入,dzyowk,dʑok
㯯,見一東去,kuwngH,quŋh
㯱,並三A宵平,bjiew,bjew
㯱,滂一豪平,phaw,p̙ʰəw
㯲,見開三B侵去,kimH,kɨ̯imh
㯸,精開三真上,tsinX,tsinʔ
㯺,匣開二銜去,haemH,ʁaˤmh
㯺,曉開一談上,xamX,χɑmʔ
㯻,見合一魂上,kwonX,qwənʔ
㯿,以開三鹽入,yep,jep
㯿,來開三鹽入,ljep,ljep
㰁,來開一歌上,laX,l̙ɑʔ
㰂,書開三侵上,syimX,ɕimʔ
㰈,來開三鹽上,ljemX,ljemʔ
㰊,邪開三鹽平,zjem,zjem
㰋,並三A真平,bjin,bjin
㰍,來一東平,luwng,l̙uŋ
㰘,以開三脂平,yij,ji
㰚,來開三支平,lje,lie
㰠,曉開一唐平,xang,χɑŋ
㰢,溪開二耕平,kheang,qʰeˤŋ
㰣,精開三支去,tsjeH,tsieh
㰣,精開三支平,tsje,tsie
㰤,溪開二麻去,khaeH,qʰaˤh
㰤,曉開一歌上,xaX,χɑʔ
㰤,曉開一歌去,xaH,χɑh
㰥,曉開四齊去,xejH,χejh
㰦,溪開三C魚去,khjoH,kʰɨ̯əh
㰦,溪開三C歌平,khja,kʰɨ̯ɑ
㰨,曉開二佳平,xea,χeˤ
㰪,見合四齊平,kwej,qwej
㰪,影開二佳平,'ea,ʔ̙eˤ
㰬,心合三真平,swin,sjwin
㰭,曉合三C虞平,xju,xɨ̯o
㰮,常開三真上,dzyinX,dʑinʔ
㰯,透一侯去,thuwH,t̙ʰuh
㰯,曉一侯去,xuwH,χuh
㰰,曉開二咸入,xeap,χeˤp
㰲,章三鍾入,tsyowk,tɕok
㰲,影三C東入,'juwk,ʔɨ̯uk
㰲,曉合三B蒸入,xwik,xwɨk
㰳,影開二麻去,'aeH,ʔ̙aˤh
㰴,滂一侯去,phuwH,p̙ʰuh
㰵,精合三真入,tswit,tsjwit
㰶,並三B宵上,bjewX,bɨ̯ewʔ
㰹,曉開二咸平,xeam,χeˤm
㰻,影開三B脂上,'ijX,ʔɨ̯iʔ
㰼,生開三鹽入,srjep,ʂɨ̯ep
㰽,影開三C元去,'jonH,ʔɨ̯ənh
㰾,見開四青入,kek,qek
㰾,見開四蕭去,kewH,qewh
㱀,初合二夬去,tsrhwaejH,tʂʰwaˤjh
㱂,溪開一唐平,khang,qʰɑŋ
㱃,影開三B侵上,'imX,ʔɨ̯imʔ
㱄,曉開一登入,xok,χək
㱇,生開三蒸入,srik,ʂɨk
㱇,曉開三C蒸入,xik,xɨk
㱊,影三C尤平,'juw,ʔɨ̯u
㱍,來合一寒平,lwan,l̙wɑn
㱎,見合一魂平,kwon,qwən
㱒,曉開一歌平,xa,χɑ
㱕,見合三C微平,kjw+j,kwɨj
㱖,從合三脂去,dzwijH,dzjwih
㱙,曉三C尤上,xjuwX,xɨ̯uʔ
㱚,從開一寒平,dzan,d̙z̙ɑn
㱚,疑合二刪入,ngwaet,ɴwaˤt
㱞,疑開三B侵入,ngip,ŋɨ̯ip
㱟,滂三B支上,phjeX,pʰɨ̯ieʔ
㱟,滂三B支平,phje,pʰɨ̯ie
㱠,溪一模平,khu,qʰo
㱡,生開三蒸上,sringX,ʂɨŋʔ
㱡,生開三蒸平,sring,ʂɨŋ
㱣,透合一灰上,thwojX,t̙ʰwəjʔ
㱤,心開四青入,sek,s̙ek
㱥,來開一登去,longH,l̙əŋh
㱥,來開三蒸平,ling,ljɨŋ
㱦,見開三B支上,kjeX,kɨ̯ieʔ
㱦,見開三B支平,kje,kɨ̯ie
㱦,溪開三B支平,khje,kʰɨ̯ie
㱬,影合一灰上,'wojX,ʔ̙wəjʔ
㱯,見開一咍平,koj,qəj
㱯,疑開一咍平,ngoj,ɴəj
㱱,匣合一灰上,hwojX,ʁwəjʔ
㱲,影開三A支去,'jieH,ʔjieh
㱴,從開三支去,dzjeH,dzieh
㱵,幫三C文去,pjunH,pɨ̯unh
㱸,並三A清入,bjiek,bjak
㱸,並四青入,bek,b̙ek
㱻,來合一泰去,lwajH,l̙wɑjh
㱻,來合一歌去,lwaH,l̙wɑh
㱽,知開三侵上,trimX,ʈimʔ
㱽,羣開三B侵平,gim,ɡɨ̯im
㱾,溪開一咍平,khoj,qʰəj
㱿,溪二江入,khaewk,qʰoˤk
㲀,崇開三臻平,dzrin,dʐɨ̯in
㲀,章開三真平,tsyin,tɕin
㲄,溪一東入,khuwk,qʰuk
㲅,見開四齊去,kejH,qejh
㲈,常開三宵平,dzyew,dʑew
㲉,溪一東入,khuwk,qʰuk
㲉,溪二江入,khaewk,qʰoˤk
㲋,徹開三陽入,trhjak,ʈʰjɑk
㲍,章開三支平,tsye,tɕie
㲏,滂一豪平,phaw,p̙ʰəw
㲓,書合三虞去,syuH,ɕoh
㲔,心開三仙平,sjen,sjen
㲕,來合一泰去,lwajH,l̙wɑjh
㲕,來合三仙入,ljwet,ljwet
㲖,心開四蕭平,sew,s̙ew
㲗,滂三C虞平,phju,pʰɨ̯o
㲚,生開二麻平,srae,ʂaˤ
㲝,明一豪去,mawH,m̙əwh
㲞,心合一魂入,swot,s̙wət
㲟,影開三B庚上,'jaengX,ʔɨ̯aŋʔ
㲡,泥開一泰去,najH,n̙ɑjh
㲢,並四先上,benX,b̙enʔ
㲥,定開一唐平,dang,d̙ɑŋ
㲦,匣開一寒去,hanH,ʁɑnh
㲪,端開一登平,tong,t̙əŋ
㲫,並一東入,buwk,b̙uk
㲬,精開三宵平,tsjew,tsjew
㲰,孃開二庚平,nraeng,ɳaˤŋ
㲱,來開三鹽入,ljep,ljep
㲳,知開三真入,trit,ʈit
㲺,精開三真入,tsit,tsit
㲼,疑開三C廢去,ngjojH,ŋɨ̯əjh
㲽,泥開四先去,nenH,n̙enh
㲽,書開三陽平,syang,ɕɑŋ
㳀,見合一歌去,kwaH,qwɑh
㳁,莊開三蒸入,tsrik,tʂɨk
㳂,以合三仙平,ywen,jwen
㳄,邪開三仙平,zjen,zjen
㳅,來三尤平,ljuw,lju
㳐,崇開二刪入,dzraet,dʐaˤt
㳗,初開二佳去,tsrheaH,tʂʰeˤh
㳘,昌三東平,tsyhuwng,tɕʰuŋ
㳛,以三尤平,yuw,ju
㳛,以合三虞平,yu,jo
㳥,來一東去,luwngH,l̙uŋh
㳦,匣開二皆去,heajH,ʁeˤjh
㳧,昌開三鹽入,tsyhep,tɕʰep
㳨,精開一寒入,tsat,t̙s̙ɑt
㳬,邪合三仙去,zjwenH,zjwenh
㳬,邪合三仙平,zjwen,zjwen
㳶,泥一侯上,nuwX,n̙uʔ
㳹,影合一唐上,'wangX,ʔ̙wɑŋʔ
㳻,生開二耕入,sreak,ʂeˤk
㳻,清一模去,tshuH,t̙s̙ʰoh
㳻,莊開二庚入,tsraek,tʂaˤk
㴂,透開一談平,tham,t̙ʰɑm
㴄,影合二庚上,'waengX,ʔ̙waˤŋʔ
㴐,明四先去,menH,m̙enh
㴒,以開三清入,yek,jak
㴥,清開三宵去,tshjewH,tsʰjewh
㴦,見三C東平,kjuwng,kɨ̯uŋ
㴧,心開三蒸入,sik,sjɨk
㴫,見合一魂去,kwonH,qwənh
㴬,邪開三麻去,zjaeH,zjah
㴯,章開三脂平,tsyij,tɕi
㴲,心開三支平,sje,sie
㴴,澄開二咸上,dreamX,ɖeˤmʔ
㴸,書開三鹽上,syemX,ɕemʔ
㴽,心開四先入,set,s̙et
㵂,書開三魚去,syoH,ɕəh
㵋,明二佳上,meaX,m̙eˤʔ
㵋,明四青入,mek,m̙ek
㵐,溪合三C元入,khjwot,kʰwɨ̯ət
㵑,匣開一歌去,haH,ʁɑh
㵒,並三C微去,bj+jH,bwɨjh
㵗,並三B蒸平,bing,bɨŋ
㵝,以開三祭去,yejH,jejh
㵞,崇三尤平,dzrjuw,dʐɨ̯u
㵟,明三B脂平,mij,mɨ̯i
㵟,明三C微平,mj+j,mwɨj
㵣,溪開一寒入,khat,qʰɑt
㵧,見開一寒入,kat,qɑt
㵨,滂三A支去,phjieH,pʰjieh
㵩,以開三祭去,yejH,jejh
㵫,孃開三侵入,nrip,ɳip
㵶,精開一寒入,tsat,t̙s̙ɑt
㵶,精開三清入,tsjek,tsjak
㵶,精開四先入,tset,t̙s̙et
㵺,滂二佳去,pheaH,p̙ʰeˤh
㵻,曉三C尤平,xjuw,xɨ̯u
㵽,來合一灰上,lwojX,l̙wəjʔ
㵾,初開三庚去,tsrhjaengH,tʂʰɨ̯aŋh
㵾,從開三清去,dzjengH,dzjaŋh
㵿,匣開四蕭上,hewX,ʁewʔ
㶀,見開二肴平,kaew,qaˤw
㶁,見合二庚入,kwaek,qwaˤk
㶄,以開三鹽平,yem,jem
㶆,章開三魚平,tsyo,tɕə
㶇,匣合二庚去,hwaengH,ʁwaˤŋh
㶇,匣合二庚平,hwaeng,ʁwaˤŋ
㶌,來開三仙平,ljen,ljen
㶏,影開三C殷上,'j+nX,ʔɨnʔ
㶏,影開三C殷去,'j+nH,ʔɨnh
㶏,影開三C殷平,'j+n,ʔɨn
㶒,透開一覃去,thomH,t̙ʰəmh
㶔,並二皆去,beajH,b̙eˤjh
㶕,見開二山上,keanX,qeˤnʔ
㶖,書三東入,syuwk,ɕuk
㶗,並三C元去,bjonH,bɨ̯ənh
㶘,定開四添上,demX,d̙emʔ
㶛,以開三魚平,yo,jə
㶟,來合三脂上,lwijX,ljwiʔ
㶟,來合三脂平,lwij,ljwi
㶣,定開一談平,dam,d̙ɑm
㶣,澄開三鹽平,drjem,ɖjem
㶧,泥合一魂上,nwonX,n̙wənʔ
㶳,從開三真去,dzinH,dzinh
㶴,昌開三支上,tsyheX,tɕʰieʔ
㶼,影開一咍平,'oj,ʔ̙əj
㶼,曉開三C之平,xi,xɨ
㶿,並一魂入,bwot,b̙wət
㷄,見合一寒去,kwanH,qwɑnh
㷄,曉合一灰上,xwojX,χwəjʔ
㷅,初開二咸入,tsrheap,tʂʰeˤp
㷆,並三C尤上,bjuwX,bɨ̯uʔ
㷇,溪合一灰平,khwoj,qʰwəj
㷉,影合三C微去,'jw+jH,ʔwɨjh
㷒,疑合三C虞平,ngju,ŋɨ̯o
㷟,透合一灰平,thwoj,t̙ʰwəj
㷠,來開三真平,lin,lin
㷤,曉一東入,xuwk,χuk
㷭,滂三C鍾平,phjowng,pʰɨ̯oŋ
㷮,精開一豪平,tsaw,t̙s̙əw
㷰,來開三支平,lje,lie
㷰,徹開三支平,trhje,ʈʰie
㷳,疑開一寒去,nganH,ɴɑnh
㷷,精合三支平,tsjwe,tsjwie
㷹,澄開二肴去,draewH,ɖaˤwh
㸅,精開四先入,tset,t̙s̙et
㸊,來開一泰去,lajH,l̙ɑjh
㸎,孃開三鹽入,nrjep,ɳjep
㸏,明三B支平,mje,mɨ̯ie
㸒,以開三侵平,yim,jim
㸙,章開三麻平,tsyae,tɕa
㸚,來開三支上,ljeX,lieʔ
㸚,來開四齊去,lejH,l̙ejh
㸛,常開三宵平,dzyew,dʑew
㸡,常合三虞平,dzyu,dʑo
㸢,並三B脂去,bijH,bɨ̯ih
㸣,疑開三C嚴入,ngjaep,ŋɨ̯əp
㸤,滂四先去,phenH,p̙ʰenh
㸪,邪合三真平,zwin,zjwin
㸪,船合三真平,zywin,ʑwin
㸬,幫一泰去,pajH,p̙ɑjh
㸰,定合一歌平,dwa,d̙wɑ
㸰,溪合一歌平,khwa,qʰwɑ
㸲,從開一唐入,dzak,d̙z̙ɑk
㸳,來開四青平,leng,l̙eŋ
㸶,影開二山平,'ean,ʔ̙eˤn
㸸,溪一侯上,khuwX,qʰuʔ
㸸,影一侯上,'uwX,ʔ̙uʔ
㸸,曉一侯上,xuwX,χuʔ
㸹,來合一寒入,lwat,l̙wɑt
㸹,來合三仙入,ljwet,ljwet
㸼,滂三C鍾平,phjowng,pʰɨ̯oŋ
㹁,來開三陽去,ljangH,ljɑŋh
㹁,來開三陽平,ljang,ljɑŋ
㹂,匣開二山上,heanX,ʁeˤnʔ
㹂,匣開四先入,het,ʁet
㹂,溪開三A仙上,khjienX,kʰjenʔ
㹃,幫三C微去,pj+jH,pwɨjh
㹄,精開三蒸入,tsik,tsjɨk
㹉,疑合三C元平,ngjwon,ŋwɨ̯ən
㹊,疑二江入,ngaewk,ɴoˤk
㹌,生開二山上,sreanX,ʂeˤnʔ
㹍,定開四青入,dek,d̙ek
㹏,見開三C殷上,kj+nX,kɨnʔ
㹒,滂二江入,phaewk,p̙ʰoˤk
㹔,見開三C陽平,kjang,kɨ̯ɑŋ
㹗,昌三尤平,tsyhuw,tɕʰu
㹗,透開一豪平,thaw,t̙ʰəw
㹘,日合三虞去,nyuH,ɲoh
㹛,日開三宵平,nyew,ɲew
㹜,疑開三C殷平,ngj+n,ŋɨn
㹞,疑開三B真平,ngin,ŋɨ̯in
㹠,定合一魂平,dwon,d̙wən
㹤,溪開三C嚴入,khjaep,kʰɨ̯əp
㹥,章合三虞去,tsyuH,tɕoh
㹧,影開一唐平,'ang,ʔ̙ɑŋ
㹭,以開三祭去,yejH,jejh
㹮,明二庚入,maek,m̙aˤk
㹯,曉三C尤平,xjuw,xɨ̯u
㹱,清三鍾入,tshjowk,tsʰjok
㹱,清開三陽入,tshjak,tsʰjɑk
㹲,曉開二肴平,xaew,χaˤw
㹳,疑一模平,ngu,ɴo
㹶,定開四青平,deng,d̙eŋ
㹺,透開一覃入,thop,t̙ʰəp
㹼,見三C東入,kjuwk,kɨ̯uk
㹽,初開二刪上,tsrhaenX,tʂʰaˤnʔ
㹾,並三B宵上,bjewX,bɨ̯ewʔ
㺁,泥開一豪上,nawX,n̙əwʔ
㺂,疑開二咸平,ngeam,ɴeˤm
㺇,心開三之平,si,sjɨ
㺊,以開三陽去,yangH,jɑŋh
㺌,匣開二咸上,heamX,ʁeˤmʔ
㺌,匣開四添上,hemX,ʁemʔ
㺎,以三鍾平,yowng,joŋ
㺏,來合三虞平,lju,ljo
㺑,生開二咸上,sreamX,ʂeˤmʔ
㺑,生開二咸平,sream,ʂeˤm
㺑,生開二銜上,sraemX,ʂaˤmʔ
㺒,匣開二肴上,haewX,ʁaˤwʔ
㺒,孃開二肴上,nraewX,ɳaˤwʔ
㺔,曉開一泰去,xajH,χɑjh
㺕,並三B仙去,bjenH,bɨ̯enh
㺕,並三C元平,bjon,bɨ̯ən
㺖,初開二銜去,tsrhaemH,tʂʰaˤmh
㺖,匣開一談去,hamH,ʁɑmh
㺖,曉開二銜上,xaemX,χaˤmʔ
㺗,初開二山平,tsrhean,tʂʰeˤn
㺛,章合三虞去,tsyuH,tɕoh
㺜,泥一冬平,nowng,n̙oŋ
㺜,泥開一豪平,naw,n̙əw
㺜,孃開二肴平,nraew,ɳaˤw
㺝,匣開二咸上,heamX,ʁeˤmʔ
㺝,匣開二銜上,haemX,ʁaˤmʔ
㺞,以開三魚平,yo,jə
㺟,澄二江入,draewk,ɖoˤk
㺣,曉開三B支平,xje,xɨ̯ie
㺥,崇開二咸平,dzream,dʐeˤm
㺧,曉開三B宵平,xjew,xɨ̯ew
㺨,心開三脂平,sij,si
㺪,滂二江入,phaewk,p̙ʰoˤk
㺴,幫二山入,peat,p̙eˤt
㺹,並三B仙去,bjenH,bɨ̯enh
