character,position,baxter,emc,lmc,nw,nw_late
𡨀,澄開二麻平,drae,ɖaˤ,ɖʕa,ɖ̥ɦʕa,ʈʰʕa
𡨃,羣三C尤平,gjuw,ɡɨ̯u,ɡɨw,ɡ̊ɦɨw,kʰɨw
𡨢,見開三C魚平,kjo,kɨ̯ə,kɨ,kɨu,kɨu
𡨾,影開四先平,'en,ʔ̙en,ʔjɛn,ʔjɛn,ʔjɛn
𡩆,定開一歌平,da,d̙ɑ,dɑ,d̥ɦɑ,tʰɔ
𡩇,溪開四蕭平,khew,qʰew,kʰjɛw,kʰjɛw,kʰjɛw
𡩡,生開二耕入,sreak,ʂeˤk,ʂʕɛk,ʂʕɛɣ,ʂʕɛɣ
𡩡,生開三庚入,srjaek,ʂɨ̯ak,ʂʕɛk,ʂʕɛɣ,ʂʕɛɣ
𡩩,明一唐平,mang,m̙ɑŋ,mɑŋ,mbɔũ,mbɔũ
𡪁,疑開一覃平,ngom,ɴəm,ɴɑm,ɴɢɑm,ɴɢɑm
𡪄,知開三魚上,trjoX,ʈjəʔ,ʈɨX,ʈɨuX,ʈɨuX
𡪔,清開三真平,tshin,tsʰin,tsʰjin,tsʰjin,tsʰjin
𡪢,清開三侵上,tshimX,tsʰimʔ,tsʰjimX,tsʰjimX,tsʰjimX
𡪶,曉開一覃平,xom,χəm,χɑm,χɑm,χɑm
𡫀,見開四青入,kek,qek,kjɛk,kjɛɣ,kjɨɣ
𡫬,見三C東入,kjuwk,kɨ̯uk,kɨuk,kɨuɣ,kɨuɣ
𡫺,滂三C尤平,phjuw,pʰɨ̯u,pfʰəw,fəw,fəw
𡫼,心開一登入,sok,s̙ək,sək,səɣ,səɣ
𡫽,日開三魚上,nyoX,ɲəʔ,ɲɨX,ʑuX,ʑuX
𡫽,日開三魚平,nyo,ɲə,ɲɨ,ʑu,ʑu
𡫽,影開三C魚去,'joH,ʔɨ̯əh,ʔɨH,ʔɨuH,ʔɨuH
𡬄,羣合三A脂去,gjwijH,ɡjwih,ɡjwiH,ɡ̊ɦjwiH,kʰjwiH
𡬍,明三B支上,mjeX,mɨ̯ieʔ,mɨiX,mbɨiX,mbɨiX
𡬍,明四齊上,mejX,m̙ejʔ,mjɛjX,mbjɛjX,mbjiX
𡬓,清開三侵上,tshimX,tsʰimʔ,tsʰjimX,tsʰjimX,tsʰjimX
𡬖,曉開一覃平,xom,χəm,χɑm,χɑm,χɑm
𡬙,心開一登去,songH,s̙əŋh,səŋH,səŋH,səŋH
𡬹,定開一豪上,dawX,d̙əwʔ,dɑwH,d̥ɦɑwH,tʰɑwH
𡭊,端合一灰去,twojH,t̙wəjh,twɑjH,twɑjH,twɑjH
𡭐,常合三仙上,dzywenX,dʑwenʔ,ʑwɛnH,ʑ̊ɦwɛnH,ɕwɛnH
𡭴,溪開三B庚入,khjaek,kʰɨ̯ak,kʰɨɛk,kʰɨɛɣ,kʰɨɣ
𡭾,泥一侯上,nuwX,n̙uʔ,nəwX,ndəwX,ndəwX
𡮞,知開三蒸入,trik,ʈjɨk,ʈɨk,ʈɨɣ,ʈɨɣ
𡯄,來開三蒸入,lik,ljɨk,lɨk,lɨɣ,lɨɣ
𡯋,見開一寒平,kan,qɑn,qɑn,qɑn,qɑn
𡯱,疑合三C元上,ngjwonX,ŋwɨ̯ənʔ,ŋwɨɛnX,ŋɡwɨɛnX,ŋɡwɨɛnX
𡯵,透合一灰去,thwojH,t̙ʰwəjh,tʰwɑjH,tʰwɑjH,tʰwɑjH
𡰄,定開四齊平,dej,d̙ej,djɛj,d̥ɦjɛj,tʰji
𡰅,匣合一魂入,hwot,ʁwət,ʁwət,ʁ̥ɦwər,χwər
𡰖,定開四齊平,dej,d̙ej,djɛj,d̥ɦjɛj,tʰji
𡰖,端開四齊平,tej,t̙ej,tjɛj,tjɛj,tji
𡰝,羣合三B仙平,gjwen,ɡwɨ̯en,ɡwɨɛn,ɡ̊ɦwɨɛn,kʰwɨɛn
𡰠,來合一歌去,lwaH,l̙wɑh,lwɑH,lwɑH,lwɔH
𡰠,來合三支平,ljwe,ljwie,lwɨi,lwɨi,lwɨi
𡰢,匣合四齊平,hwej,ʁwej,ɣjwɛj,ɣ̊ɦjwɛj,xjwi
𡰥,以開三脂平,yij,ji,ji,ji,ji
𡰪,端一冬入,towk,t̙ok,tuk,tuɣ,tuɣ
𡰪,端一東入,tuwk,t̙uk,tuk,tuɣ,tuɣ
𡰾,清開三脂平,tshij,tsʰi,tsʰji,tsʰə,tsʰə
𡰿,並一東入,buwk,b̙uk,buk,b̥ɦuɣ,pʰuɣ
𡱂,定合一魂平,dwon,d̙wən,dwən,d̥ɦwən,tʰwən
𡱂,定開四先去,denH,d̙enh,djɛnH,d̥ɦjɛnH,tʰjɛnH
𡱐,以開三脂平,yij,ji,ji,ji,ji
𡱣,以開三魚去,yoH,jəh,jɨH,juH,juH
𡱣,邪開三魚上,zjoX,zjəʔ,zjɨH,z̥ɦjuH,sjuH
𡱣,邪開三魚去,zjoH,zjəh,zjɨH,z̥ɦjuH,sjuH
𡱥,精合一灰平,tswoj,t̙s̙wəj,tswɑj,tswɑj,tswɑj
𡱺,羣合三C虞平,gju,ɡɨ̯o,ɡɨu,ɡ̊ɦɨu,kʰɨu
𡱼,溪合一歌去,khwaH,qʰwɑh,qʰwɑH,qʰwɑH,qʰwɔH
𡱿,以開三清入,yek,jak,jɛk,jɛɣ,jɨɣ
𡲃,影一東入,'uwk,ʔ̙uk,ʔuk,ʔuɣ,ʔuɣ
𡲕,透開四齊去,thejH,t̙ʰejh,tʰjɛjH,tʰjɛjH,tʰjiH
𡲗,羣合三C文入,gjut,ɡɨ̯ut,ɡɨut,ɡ̊ɦɨur,kʰɨur
𡲣,見二江去,kaewngH,qoˤŋh,qʕawŋH,qʕɔũH,qʕɔũH
𡲬,羣合三C文入,gjut,ɡɨ̯ut,ɡɨut,ɡ̊ɦɨur,kʰɨur
𡳅,溪開三B祭去,khjejH,kʰɨ̯ejh,kʰɨɛjH,kʰɨɛjH,kʰɨiH
𡳆,清開三魚平,tshjo,tsʰjə,tsʰjɨ,tsʰju,tsʰju
𡳠,清開三脂平,tshij,tsʰi,tsʰji,tsʰə,tsʰə
𡳭,徹開三脂上,trhijX,ʈʰiʔ,ʈʰɨiX,ʈʰɨiX,ʈʰɨiX
𡳭,徹開三脂去,trhijH,ʈʰih,ʈʰɨiH,ʈʰɨiH,ʈʰɨiH
𡳸,來開四青入,lek,l̙ek,ljɛk,ljɛɣ,ljɨɣ
𡴀,滂三C鍾平,phjowng,pʰɨ̯oŋ,pfʰuŋ,fuŋ,fuŋ
𡴆,來三東入,ljuwk,ljuk,lɨuk,lɨuɣ,lɨuɣ
𡴎,疑開三B仙入,ngjet,ŋɨ̯et,ŋɨɛt,ŋɡɨɛr,ŋɡɨɛr
𡴎,疑開四先入,nget,ɴet,ŋjɛt,ŋɡjɛr,ŋɡjɛr
𡴘,匣開二耕上,heangX,ʁeˤŋʔ,ʁʕɛŋH,ʁ̥ɦʕɛĩH,χʕɛĩH
𡴞,以合三真上,ywinX,jwinʔ,jwinX,jwinX,jwinX
𡴥,徹開三支平,trhje,ʈʰie,ʈʰɨi,ʈʰɨi,ʈʰɨi
𡴺,從開四先入,dzet,d̙z̙et,dzjɛt,d̥z̥ɦjɛr,tsʰjɛr
𡴺,精開四先入,tset,t̙s̙et,tsjɛt,tsjɛr,tsjɛr
𡵙,疑開一唐去,ngangH,ɴɑŋh,ɴɑŋH,ɴɢɔũH,ɴɢɔũH
𡶇,明三B真入,mit,mɨ̯it,mɨt,mbɨr,mbɨr
𡶎,明三C微去,mj+jH,mwɨjh,ɱjiH,ʋjiH,ʋjiH
𡶒,並三C文入,bjut,bɨ̯ut,bvut,v̥ɦur,fur
𡷘,並三B仙入,bjet,bɨ̯et,bɨɛt,b̥ɦɨɛr,pʰɨɛr
𡷛,匣開一寒上,hanX,ʁɑnʔ,ʁɑnH,ʁ̥ɦɑnH,χɑnH
𡷝,孃開三嚴入,nrjaep,ɳjəp,ɳɨɛp,nɻɨɛβ,nɻɨɛβ
𡷡,影合三A仙平,'jwien,ʔjwen,ʔjwɛn,ʔjwɛn,ʔjwɛn
𡷥,溪一冬入,khowk,qʰok,qʰuk,qʰuɣ,qʰuɣ
𡷨,溪開二耕平,kheang,qʰeˤŋ,qʰʕɛŋ,qʰʕɛĩ,qʰʕɛĩ
𡸂,透一模平,thu,t̙ʰo,tʰu,tʰu,tʰu
𡸓,溪開三C陽平,khjang,kʰɨ̯ɑŋ,kʰɨɑŋ,kʰɨɔũ,kʰɨɔũ
𡸔,匣合四齊平,hwej,ʁwej,ɣjwɛj,ɣ̊ɦjwɛj,xjwi
𡸜,澄開三蒸入,drik,ɖjɨk,ɖɨk,ɖ̥ɦɨɣ,ʈʰɨɣ
𡸦,崇開三蒸入,dzrik,dʐɨk,ʐʕək,ʐ̥ɦʕəɣ,ʂʕəɣ
𡸨,精合三虞平,tsju,tsjo,tsju,tsju,tsju
𡹆,定一冬入,dowk,d̙ok,duk,d̥ɦuɣ,tʰuɣ
𡹮,影開三B鹽上,'jemX,ʔɨ̯emʔ,ʔɨɛmX,ʔɨɛmX,ʔɨɛmX
𡹼,疑開一寒去,nganH,ɴɑnh,ɴɑnH,ɴɢɑnH,ɴɢɑnH
𡺮,滂三B脂上,phijX,pʰɨ̯iʔ,pʰɨiX,pʰɨiX,pʰɨiX
𡺲,心合三真去,swinH,sjwinh,sjwinH,sjwinH,sjwinH
𡺵,崇開二皆平,dzreaj,dʐeˤj,ʐʕaj,ʐ̥ɦʕaj,ʂʕaj
𡻚,溪開一唐上,khangX,qʰɑŋʔ,qʰɑŋX,qʰɔũX,qʰɔũX
𡻝,崇開二肴平,dzraew,dʐaˤw,ʐʕaw,ʐ̥ɦʕaw,ʂʕaw
𡻝,從開三宵平,dzjew,dzjew,dzjɛw,d̥z̥ɦjɛw,tsʰjɛw
𡻞,幫三A真入,pjit,pjit,pjit,pjir,pjir
𡻠,章開三魚去,tsyoH,tɕəh,tɕɨH,tɕuH,tɕuH
𡻡,匣開一覃上,homX,ʁəmʔ,ʁɑmH,ʁ̥ɦɑmH,χɑmH
𡻭,來合三脂上,lwijX,ljwiʔ,lwɨiX,lwɨiX,lwɨiX
𡻮,匣一模上,huX,ʁoʔ,ʁuH,ʁ̥ɦuH,χuH
𡼄,定開四先入,det,d̙et,djɛt,d̥ɦjɛr,tʰjɛr
𡼊,來合一灰上,lwojX,l̙wəjʔ,lwɑjX,lwɑjX,lwɑjX
𡼿,溪合一魂入,khwot,qʰwət,qʰwət,qʰwər,qʰwər
𡽆,章開三支去,tsyeH,tɕieh,tɕiH,tɕiH,tɕiH
𡽐,來開四蕭平,lew,l̙ew,ljɛw,ljɛw,ljɛw
𡽜,疑開一寒平,ngan,ɴɑn,ɴɑn,ɴɢɑn,ɴɢɑn
𡽠,滂一歌上,phaX,p̙ʰɑʔ,pʰɑX,pʰɑX,pʰɔX
𡽧,孃開二肴平,nraew,ɳaˤw,ɳʕaw,nɻʕaw,nɻʕaw
𡾅,來開三魚去,ljoH,ljəh,lɨH,lɨuH,lɨuH
𡾋,來合一灰上,lwojX,l̙wəjʔ,lwɑjX,lwɑjX,lwɑjX
𡾙,疑開一唐入,ngak,ɴɑk,ɴɑk,ɴɢɑɣ,ɴɢɔɣ
𡾰,見開三B仙上,kjenX,kɨ̯enʔ,kɨɛnX,kɨɛnX,kɨɛnX
𡾰,羣開三B仙上,gjenX,ɡɨ̯enʔ,ɡɨɛnH,ɡ̊ɦɨɛnH,kʰɨɛnH
𡿔,來合三脂平,lwij,ljwi,lwɨi,lwɨi,lwɨi
𡿖,疑開二刪入,ngaet,ɴaˤt,ɴʕat,ɴɢʕar,ɴɢʕar
𡿖,疑開四先入,nget,ɴet,ŋjɛt,ŋɡjɛr,ŋɡjɛr
𡿦,溪合一魂平,khwon,qʰwən,qʰwən,qʰwən,qʰwən
𡿧,精開一咍平,tsoj,t̙s̙əj,tsɑj,tsɑj,tsɑj
𡿨,見合四先上,kwenX,qwenʔ,kjwɛnX,kjwɛnX,kjwɛnX
𡿪,來開三仙入,ljet,ljet,lɨɛt,lɨɛr,lɨɛr
𡿪,疑開三B真入,ngit,ŋɨ̯it,ŋɨt,ŋɡɨr,ŋɡɨr
𡿮,定合一魂入,dwot,d̙wət,dwət,d̥ɦwər,tʰwər
𡿮,透合一魂入,thwot,t̙ʰwət,tʰwət,tʰwər,tʰwər
𡿯,云合三B真入,hwit,wɨ̯it,ɣɨut,ɣɨur,ɣɨur
𡿿,匣合一登入,hwok,ʁwək,ʁwək,ʁ̥ɦwəɣ,χwəɣ
𢁁,知二江入,traewk,ʈoˤk,ʈʕawk,ʈʕawɣ,ʈʕɔɣ
𢁕,端開四蕭上,tewX,t̙ewʔ,tjɛwX,tjɛwX,tjɛwX
𢁗,見開一寒去,kanH,qɑnh,qɑnH,qɑnH,qɑnH
𢁘,心開一談平,sam,s̙ɑm,sɑm,sɑm,sɑm
𢁥,滂三C文平,phjun,pʰɨ̯un,pfʰun,fun,fun
𢁦,並三B脂上,bijX,bɨ̯iʔ,bɨiH,b̥ɦɨiH,pʰɨiH
𢁬,莊開二肴上,tsraewX,tʂaˤwʔ,tʂʕawX,tʂʕawX,tʂʕawX
𢁮,羣開三B鹽平,gjem,ɡɨ̯em,ɡɨɛm,ɡ̊ɦɨɛm,kʰɨɛm
𢁼,知開三魚上,trjoX,ʈjəʔ,ʈɨX,ʈɨuX,ʈɨuX
𢁾,徹開三宵平,trhjew,ʈʰjew,ʈʰɨɛw,ʈʰɨɛw,ʈʰɨɛw
𢂀,滂三C文入,phjut,pʰɨ̯ut,pfʰut,fur,fur
𢂁,溪一侯平,khuw,qʰu,qʰəw,qʰəw,qʰəw
𢂃,從開一唐入,dzak,d̙z̙ɑk,dzɑk,d̥z̥ɦɑɣ,tsʰɔɣ
𢂊,影開二肴上,'aewX,ʔ̙aˤwʔ,ʔˤawX,ʔˤawX,ʔˤawX
𢂏,幫一泰去,pajH,p̙ɑjh,pɑjH,pɑjH,pɑjH
𢂐,匣開四添入,hep,ʁep,ɣjɛp,ɣ̊ɦjɛβ,xjɛβ
𢂑,書開三蒸入,syik,ɕɨk,ɕɨk,ɕɨɣ,ɕɨɣ
𢂤,並一灰去,bwojH,b̙wəjh,bɑjH,b̥ɦɑjH,pʰɑjH
𢂥,來開三祭去,ljejH,ljejh,lɨɛjH,lɨɛjH,lɨiH
𢂷,見開一覃入,kop,qəp,qɑp,qɑβ,qɑβ
𢂷,見開二咸入,keap,qeˤp,qʕap,qʕaβ,qʕaβ
𢂹,明二肴去,maewH,m̙aˤwh,mʕawH,mbʕawH,mbʕawH
𢂺,清開四先去,tshenH,t̙s̙ʰenh,tsʰjɛnH,tsʰjɛnH,tsʰjɛnH
𢂻,日開三真去,nyinH,ɲinh,ɲɨnH,ʑɨnH,ʑɨnH
𢂼,以開三祭去,yejH,jejh,jɛjH,jɛjH,jiH
𢂿,溪開二咸入,kheap,qʰeˤp,qʰʕap,qʰʕaβ,qʰʕaβ
𢃀,明三C虞平,mju,mɨ̯o,ɱu,ʋu,ʋu
𢃍,幫三A支平,pjie,pjie,pji,pji,pji
𢃏,從一冬平,dzowng,d̙z̙oŋ,dzuŋ,d̥z̥ɦuŋ,tsʰuŋ
𢃐,溪一東平,khuwng,qʰuŋ,qʰuŋ,qʰuŋ,qʰuŋ
𢃒,精合一灰去,tswojH,t̙s̙wəjh,tswɑjH,tswɑjH,tswɑjH
𢃒,精合一泰去,tswajH,t̙s̙wɑjh,tswɑjH,tswɑjH,tswɑjH
𢃓,清三鍾上,tshjowngX,tsʰjoŋʔ,tsʰjuŋX,tsʰjuŋX,tsʰjuŋX
𢃔,昌開三鹽平,tsyhem,tɕʰem,tɕʰɛm,tɕʰɛm,tɕʰɛm
𢃕,透開一覃入,thop,t̙ʰəp,tʰɑp,tʰɑβ,tʰɑβ
𢃖,澄三尤平,drjuw,ɖju,ɖɨw,ɖ̥ɦɨw,ʈʰɨw
𢃗,匣開一覃上,homX,ʁəmʔ,ʁɑmH,ʁ̥ɦɑmH,χɑmH
𢃛,羣開三C之平,gi,ɡɨ,ɡɨi,ɡ̊ɦɨi,kʰɨi
𢃤,曉合一登入,xwok,χwək,χwək,χwəɣ,χwəɣ
𢃬,精開四先平,tsen,t̙s̙en,tsjɛn,tsjɛn,tsjɛn
𢃮,明三A仙上,mjienX,mjenʔ,mjɛnX,mbjɛnX,mbjɛnX
𢃳,常開三宵平,dzyew,dʑew,ʑɛw,ʑ̊ɦɛw,ɕɛw
𢃴,來開一寒入,lat,l̙ɑt,lɑt,lɑr,lɑr
𢃶,定一冬入,dowk,d̙ok,duk,d̥ɦuɣ,tʰuɣ
𢄇,見一侯去,kuwH,quh,qəwH,qəwH,qəwH
𢄋,影合三A清平,'jwieng,ʔjwaŋ,ʔjwɛŋ,ʔjwɛĩ,ʔjwɛĩ
𢄏,明一登入,mok,m̙ək,mək,mbəɣ,mbəɣ
𢄐,明一東去,muwngH,m̙uŋh,muŋH,mbuŋH,mbuŋH
𢄐,明一東平,muwng,m̙uŋ,muŋ,mbuŋ,mbuŋ
𢄓,影一模上,'uX,ʔ̙oʔ,ʔuX,ʔuX,ʔuX
𢄔,端開一泰去,tajH,t̙ɑjh,tɑjH,tɑjH,tɑjH
𢄢,書合三祭去,sywejH,ɕwejh,ɕwɛjH,ɕwɛjH,ɕwiH
𢄢,章開三脂去,tsyijH,tɕih,tɕiH,tɕiH,tɕiH
𢄳,溪合二麻上,khwaeX,qʰwaˤʔ,qʰwʕaX,qʰwʕaX,qʰwʕaX
𢄴,泥開一歌上,naX,n̙ɑʔ,nɑX,ndɑX,ndɔX
𢄶,曉合二耕入,xweak,χweˤk,χwʕɛk,χwʕɛɣ,χwʕɛɣ
𢄹,溪開三B宵平,khjew,kʰɨ̯ew,kʰɨɛw,kʰɨɛw,kʰɨɛw
𢄺,來開四蕭上,lewX,l̙ewʔ,ljɛwX,ljɛwX,ljɛwX
𢄺,精開三宵上,tsjewX,tsjewʔ,tsjɛwX,tsjɛwX,tsjɛwX
𢄻,心開一寒上,sanX,s̙ɑnʔ,sɑnX,sɑnX,sɑnX
𢄼,心合三虞平,sju,sjo,sju,sju,sju
𢅉,明二肴去,maewH,m̙aˤwh,mʕawH,mbʕawH,mbʕawH
𢅎,見開四蕭上,kewX,qewʔ,kjɛwX,kjɛwX,kjɛwX
𢅎,見開四蕭去,kewH,qewh,kjɛwH,kjɛwH,kjɛwH
𢅫,邪合三祭去,zjwejH,zjwejh,zjwɛjH,z̥ɦjwɛjH,sjwiH
𢅮,邪開三鹽平,zjem,zjem,zjɛm,z̥ɦjɛm,sjɛm
𢅯,並三C文上,bjunX,bɨ̯unʔ,bvunH,v̥ɦunH,funH
